,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
9947,59,management,married,secondary,no,1321,no,no,unknown,9,jun,3881,3,yes
9958,38,technician,divorced,tertiary,no,1805,no,no,unknown,9,jun,952,2,yes
9961,58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,486,3,yes
9986,52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,442,8,yes
9993,36,self-employed,single,tertiary,no,4844,no,no,unknown,9,jun,1137,3,yes
10049,42,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,jun,878,3,yes
10053,41,admin,single,secondary,no,812,no,yes,unknown,11,jun,583,4,yes
10063,42,admin,married,secondary,no,105,no,no,unknown,11,jun,1159,4,yes
10070,39,management,married,tertiary,no,-190,no,yes,unknown,11,jun,893,8,yes
10097,57,housemaid,married,primary,no,625,no,yes,unknown,11,jun,867,1,yes
10098,51,retired,married,secondary,no,1435,no,no,unknown,11,jun,587,1,yes
10109,52,retired,married,unknown,no,293,no,no,unknown,11,jun,706,1,yes
10147,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,yes
10154,56,blue-collar,married,secondary,no,1210,no,no,unknown,11,jun,935,1,yes
10157,49,management,married,tertiary,no,64,no,no,unknown,11,jun,586,1,yes
10164,35,blue-collar,divorced,unknown,no,164,no,no,unknown,11,jun,967,2,yes
10217,36,unemployed,married,secondary,no,1766,no,no,unknown,11,jun,595,2,yes
10241,40,admin,single,tertiary,no,1248,no,no,unknown,11,jun,1290,2,yes
10278,37,management,single,tertiary,no,8828,no,no,unknown,12,jun,1010,3,yes
10285,55,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,614,2,yes
10299,58,admin,married,secondary,no,826,no,no,unknown,12,jun,885,1,yes
10329,39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,yes
10380,47,housemaid,single,tertiary,no,3727,no,no,unknown,12,jun,993,6,yes
10403,40,management,married,secondary,no,406,yes,no,unknown,12,jun,577,2,yes
10416,35,blue-collar,married,tertiary,no,2999,no,no,unknown,12,jun,1141,6,yes
10417,48,blue-collar,married,secondary,no,1000,yes,no,unknown,12,jun,1268,2,yes
10421,27,admin,single,secondary,no,18188,yes,no,unknown,12,jun,541,17,yes
10442,48,management,divorced,tertiary,no,503,no,yes,unknown,12,jun,1243,7,yes
10454,24,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,jun,465,3,yes
10484,49,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513,2,yes
10496,36,blue-collar,married,secondary,no,274,yes,no,unknown,16,jun,686,11,yes
10503,52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,yes
10508,38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,9,yes
10542,42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,yes
10555,36,services,married,secondary,no,981,no,no,unknown,16,jun,1093,1,yes
10557,36,blue-collar,divorced,secondary,no,638,yes,no,unknown,16,jun,1395,2,yes
10593,48,unemployed,single,tertiary,no,3229,no,no,unknown,16,jun,1089,1,yes
10614,51,management,single,secondary,no,1610,yes,no,unknown,16,jun,1248,3,yes
10664,51,blue-collar,married,secondary,no,33,no,yes,unknown,16,jun,721,3,yes
10683,46,technician,married,secondary,no,536,yes,no,unknown,16,jun,750,2,yes
10721,37,management,married,tertiary,no,0,no,no,unknown,16,jun,637,6,yes
10726,36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,yes
10824,47,management,married,secondary,no,2892,no,no,unknown,17,jun,556,1,yes
10871,40,technician,divorced,tertiary,no,0,no,no,unknown,17,jun,522,1,yes
10947,56,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,4,yes
10948,38,technician,single,tertiary,no,110,no,no,unknown,17,jun,1051,3,yes
10959,38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,yes
10970,40,management,married,secondary,no,106,no,no,unknown,17,jun,676,2,yes
10986,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,yes
10989,60,management,married,tertiary,no,3301,no,no,unknown,17,jun,2621,3,yes
11115,51,retired,married,primary,no,67,no,no,unknown,18,jun,835,1,yes
11119,39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,yes
11127,51,services,divorced,secondary,no,9,no,no,unknown,18,jun,371,2,yes
11146,27,admin,married,secondary,no,-97,yes,no,unknown,18,jun,1528,2,yes
11187,41,management,single,tertiary,no,11008,no,no,unknown,18,jun,1540,1,yes
11192,42,blue-collar,single,primary,no,4930,no,no,unknown,18,jun,973,1,yes
11213,35,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,537,1,yes
11251,41,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707,1,yes
11252,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,yes
11254,46,admin,married,secondary,no,126,no,no,unknown,18,jun,1255,1,yes
11284,44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,yes
11287,31,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,4,yes
11316,51,admin,single,secondary,no,1994,no,no,unknown,18,jun,771,2,yes
11335,32,management,married,tertiary,no,607,yes,no,unknown,18,jun,1060,5,yes
11351,41,blue-collar,married,primary,no,219,no,yes,unknown,18,jun,1574,3,yes
11448,41,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,1135,4,yes
11450,57,admin,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,yes
11470,55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,yes
11507,53,technician,married,secondary,no,1319,no,no,unknown,19,jun,1318,3,yes
11510,55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,yes
11515,39,services,married,secondary,no,2843,yes,no,unknown,19,jun,585,1,yes
11519,36,management,married,tertiary,no,1352,no,no,unknown,19,jun,2028,1,yes
11526,40,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,jun,952,4,yes
11546,59,retired,married,primary,no,1115,no,no,unknown,19,jun,834,1,yes
11590,52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,2,yes
11617,42,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,yes
11618,45,technician,married,tertiary,no,377,yes,no,unknown,19,jun,835,3,yes
11619,41,blue-collar,married,primary,no,246,no,no,unknown,19,jun,683,3,yes
11622,27,blue-collar,married,secondary,no,61,yes,no,unknown,19,jun,1012,1,yes
11631,25,blue-collar,single,secondary,no,-191,yes,no,unknown,19,jun,958,7,yes
11702,43,unemployed,married,primary,no,519,no,no,unknown,20,jun,973,2,yes
11711,60,retired,married,secondary,no,1690,no,no,unknown,20,jun,1467,4,yes
11715,48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,792,1,yes
11725,44,services,married,secondary,no,522,no,yes,unknown,20,jun,911,1,yes
11735,26,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382,7,yes
11739,52,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210,1,yes
11740,50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,716,2,yes
11762,54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,yes
11777,56,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,1,yes
11781,57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,2,yes
11819,42,technician,married,tertiary,no,-215,no,no,unknown,20,jun,1573,5,yes
11838,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,yes
11841,47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,yes
11846,57,management,married,tertiary,no,-92,yes,yes,unknown,20,jun,1617,1,yes
11859,40,blue-collar,married,secondary,no,188,yes,yes,unknown,20,jun,570,2,yes
11865,38,blue-collar,single,tertiary,no,2885,yes,no,unknown,20,jun,1422,10,yes
11977,46,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,3,yes
11985,49,services,divorced,secondary,no,947,no,no,unknown,20,jun,808,2,yes
11996,43,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585,2,yes
12009,45,management,married,tertiary,no,655,no,no,unknown,20,jun,693,3,yes
12056,24,management,married,secondary,no,867,yes,no,unknown,20,jun,546,10,yes
12089,53,admin,married,secondary,no,3765,no,no,unknown,20,jun,1094,3,yes
12145,40,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,1036,5,yes
12159,38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,yes
12247,36,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,988,4,yes
12249,27,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498,2,yes
12250,26,admin,single,primary,no,-122,yes,no,unknown,23,jun,670,3,yes
12260,43,management,married,tertiary,no,149,yes,no,unknown,23,jun,662,2,yes
12276,25,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,2,yes
12320,27,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,3,yes
12323,30,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,677,3,yes
12347,28,admin,single,secondary,no,-7,no,yes,unknown,26,jun,3183,2,yes
12357,27,blue-collar,married,primary,no,-413,no,yes,unknown,27,jun,422,6,yes
12359,32,admin,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,2,yes
12447,41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,yes
12491,37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,2,yes
12495,27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,yes
12534,29,services,single,secondary,no,84,no,yes,unknown,3,jul,587,3,yes
12564,33,services,married,secondary,no,114,no,yes,unknown,3,jul,676,1,yes
12623,36,technician,married,primary,no,0,no,no,unknown,4,jul,584,1,yes
12650,29,services,single,primary,no,339,no,no,unknown,4,jul,1576,3,yes
12652,44,blue-collar,married,secondary,no,1697,yes,no,unknown,4,jul,150,2,yes
12662,28,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044,3,yes
12684,49,blue-collar,married,primary,no,-157,yes,no,cellular,7,jul,491,3,yes
12685,55,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,4,yes
12686,51,technician,married,secondary,no,216,no,no,cellular,7,jul,615,2,yes
12718,39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,yes
12727,42,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,3,yes
12728,33,services,single,secondary,no,170,no,no,cellular,7,jul,782,1,yes
12735,59,management,married,tertiary,no,553,yes,no,cellular,7,jul,1272,3,yes
12753,36,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,722,3,yes
12755,45,technician,married,secondary,no,879,no,no,cellular,7,jul,621,2,yes
12758,37,self-employed,married,secondary,no,1633,no,no,cellular,7,jul,629,2,yes
12764,46,unemployed,married,secondary,no,926,no,no,cellular,7,jul,385,5,yes
12795,32,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,1,yes
12796,32,admin,married,secondary,no,1604,no,yes,cellular,7,jul,625,1,yes
12821,28,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,1,yes
12824,45,admin,divorced,secondary,no,-176,no,yes,cellular,7,jul,574,1,yes
12862,41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,1,yes
12866,59,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849,1,yes
12882,47,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,3,yes
12899,32,admin,single,secondary,no,212,no,no,cellular,7,jul,830,5,yes
12998,31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,2,yes
13057,31,management,single,tertiary,no,296,no,yes,cellular,8,jul,509,4,yes
13066,33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,1,yes
13067,52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,yes
13083,27,technician,single,secondary,yes,0,no,yes,cellular,8,jul,732,1,yes
13104,26,self-employed,single,secondary,no,551,no,no,cellular,8,jul,531,1,yes
13107,25,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,1,yes
13111,25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,3,yes
13125,28,admin,single,unknown,no,2736,no,no,cellular,8,jul,705,1,yes
13146,25,technician,single,secondary,no,102,no,yes,cellular,8,jul,574,2,yes
13155,28,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,2,yes
13164,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,yes
13174,33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,yes
13177,45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,yes
13186,36,services,married,secondary,no,30,no,yes,cellular,8,jul,716,5,yes
13201,26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,yes
13228,31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831,1,yes
13260,38,technician,married,secondary,no,0,no,no,cellular,8,jul,635,1,yes
13272,56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,3,yes
13298,26,admin,single,secondary,no,102,no,yes,cellular,8,jul,658,2,yes
13302,26,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061,4,yes
13317,25,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,687,2,yes
13395,26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537,1,yes
13439,40,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781,1,yes
13458,52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,1,yes
13464,37,admin,married,primary,no,214,yes,no,cellular,9,jul,645,1,yes
13466,43,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1242,1,yes
13467,58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,990,1,yes
13473,41,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662,1,yes
13474,49,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,625,1,yes
13480,43,technician,married,secondary,no,-754,yes,yes,cellular,9,jul,727,3,yes
13514,29,admin,divorced,tertiary,yes,0,no,yes,cellular,9,jul,426,3,yes
13523,35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,yes
13541,39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,yes
13545,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,yes
13638,26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,yes
13659,32,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1014,1,yes
13666,33,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290,4,yes
13669,31,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,5,yes
13686,49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,6,yes
13690,27,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919,2,yes
13701,30,blue-collar,single,secondary,no,155,yes,yes,cellular,9,jul,1426,3,yes
13721,35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,1,yes
13731,26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998,4,yes
13759,30,blue-collar,married,secondary,no,167,yes,no,cellular,10,jul,255,1,yes
13799,45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,1,yes
13801,34,admin,married,secondary,no,-33,yes,yes,cellular,10,jul,961,1,yes
13807,47,blue-collar,married,secondary,no,182,yes,no,telephone,10,jul,39,1,yes
13808,59,admin,married,secondary,no,0,yes,no,cellular,10,jul,982,1,yes
13831,41,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,yes
13892,28,admin,single,secondary,no,-170,no,yes,cellular,10,jul,720,2,yes
13910,29,blue-collar,married,secondary,no,8,yes,yes,cellular,10,jul,627,1,yes
13913,25,blue-collar,single,secondary,no,1243,no,yes,cellular,10,jul,1341,7,yes
13914,30,blue-collar,single,secondary,no,1598,yes,no,cellular,10,jul,634,1,yes
13926,30,services,married,secondary,no,5,no,yes,cellular,10,jul,829,5,yes
13927,47,services,married,secondary,no,367,yes,no,cellular,10,jul,476,4,yes
13932,57,admin,divorced,secondary,no,658,no,no,cellular,10,jul,724,1,yes
13933,38,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,1,yes
13936,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,yes
13944,25,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,1499,3,yes
13983,30,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1399,1,yes
13986,26,management,single,tertiary,no,45,no,no,cellular,10,jul,1187,3,yes
13993,31,student,married,primary,no,46,yes,no,cellular,10,jul,487,1,yes
14003,29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,yes
14033,32,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,1,yes
14101,49,blue-collar,married,secondary,no,3728,yes,no,cellular,11,jul,1060,2,yes
14118,35,services,single,primary,no,167,no,yes,cellular,11,jul,614,2,yes
14149,60,retired,divorced,secondary,no,1099,no,no,cellular,11,jul,764,2,yes
14150,60,management,married,tertiary,no,2222,yes,no,cellular,11,jul,1120,2,yes
14153,29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,2,yes
14155,55,management,divorced,secondary,no,204,yes,no,cellular,11,jul,1973,2,yes
14160,33,management,single,unknown,no,1534,yes,no,cellular,11,jul,1041,2,yes
14203,44,admin,married,secondary,no,1074,yes,no,cellular,11,jul,911,2,yes
14217,47,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853,2,yes
14221,35,admin,married,secondary,no,-203,yes,no,cellular,11,jul,1649,2,yes
14222,53,admin,divorced,unknown,no,257,no,no,cellular,11,jul,1310,2,yes
14297,35,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,1397,3,yes
14319,43,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,3,yes
14353,38,technician,married,secondary,no,976,yes,no,cellular,14,jul,766,3,yes
14364,34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,2,yes
14384,50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,3,yes
14398,43,admin,married,tertiary,no,189,yes,no,cellular,14,jul,1062,4,yes
14423,44,admin,divorced,secondary,no,163,yes,no,cellular,14,jul,1669,2,yes
14450,51,services,divorced,secondary,no,242,no,yes,cellular,14,jul,1336,4,yes
14456,31,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444,3,yes
14484,39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,7,yes
14519,59,management,married,tertiary,no,296,no,yes,cellular,15,jul,805,3,yes
14560,45,admin,married,secondary,no,0,no,yes,telephone,15,jul,533,3,yes
14562,25,services,single,secondary,no,333,no,yes,cellular,15,jul,1056,2,yes
14569,58,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,4,yes
14591,30,entrepreneur,married,primary,no,2686,yes,no,cellular,15,jul,808,3,yes
14619,34,blue-collar,single,primary,no,-109,yes,no,cellular,15,jul,860,4,yes
14638,45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878,2,yes
14643,51,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881,1,yes
14645,60,retired,married,secondary,no,597,no,no,cellular,15,jul,981,1,yes
14648,32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820,4,yes
14649,51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,3,yes
14667,37,management,divorced,tertiary,no,1775,no,no,cellular,15,jul,514,5,yes
14682,30,blue-collar,single,primary,no,0,no,no,cellular,15,jul,716,3,yes
14685,41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,yes
14698,36,services,divorced,secondary,yes,0,no,yes,cellular,15,jul,687,7,yes
14724,46,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,15,jul,769,4,yes
14726,29,student,single,tertiary,no,5,no,no,cellular,15,jul,889,5,yes
14728,25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424,4,yes
14730,39,management,married,tertiary,no,285,yes,no,cellular,15,jul,838,3,yes
14743,27,entrepreneur,married,tertiary,no,139,no,no,cellular,15,jul,448,5,yes
14744,35,blue-collar,single,secondary,no,885,yes,no,cellular,15,jul,632,6,yes
14760,28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,yes
14784,34,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,1,yes
