,age,job,marital,education,default,balance,housing,loan,month,duration,campaign,cluster
1702,56,retired,married,tertiary,no,281,no,no,mar,96,2,0
1703,49,technician,married,tertiary,no,523,yes,no,mar,152,2,0
1704,33,management,married,tertiary,no,250,no,no,mar,377,6,0
1705,24,management,single,tertiary,no,1030,no,no,mar,396,2,0
1706,27,student,single,tertiary,no,0,no,no,mar,82,3,0
1707,60,retired,married,secondary,no,404,no,no,mar,308,2,1
1708,32,management,single,tertiary,no,506,no,no,mar,63,2,0
1709,83,retired,divorced,primary,no,1097,no,no,mar,181,1,1
1710,53,management,married,secondary,no,2693,no,no,mar,90,1,0
1711,45,admin,divorced,secondary,no,2353,yes,no,mar,182,1,1
1712,35,self-employed,married,tertiary,no,3698,yes,no,mar,106,1,0
1713,28,technician,single,secondary,no,5763,no,yes,mar,196,2,1
1714,31,management,divorced,tertiary,no,883,yes,no,mar,112,2,0
1715,30,student,single,tertiary,no,2539,no,no,mar,199,5,0
1716,29,technician,married,secondary,no,2326,no,no,mar,195,1,1
1717,36,management,single,tertiary,no,811,no,no,mar,229,1,0
1718,57,management,married,tertiary,no,256,no,no,mar,227,1,0
1719,21,blue-collar,single,secondary,no,682,no,no,mar,266,1,1
1720,44,management,single,tertiary,no,483,no,no,mar,207,2,0
1721,23,management,single,tertiary,no,1506,no,no,mar,131,4,0
1722,34,management,single,tertiary,no,575,no,no,mar,116,1,0
1723,79,retired,married,secondary,no,8304,no,no,mar,303,9,1
1724,32,self-employed,married,secondary,no,409,no,no,mar,217,2,1
1725,37,unemployed,single,tertiary,no,1316,yes,no,mar,350,2,0
1726,35,management,single,tertiary,no,671,yes,no,mar,112,1,0
1727,47,management,married,tertiary,no,2351,no,no,mar,80,1,0
1728,61,management,married,tertiary,no,997,no,no,mar,106,1,0
1729,30,management,single,tertiary,no,4808,no,no,mar,272,1,0
1730,70,retired,married,secondary,no,6422,no,no,mar,122,1,1
1731,28,technician,single,tertiary,no,3623,no,no,mar,261,1,0
1732,52,management,married,tertiary,no,31,no,no,mar,135,1,0
1733,28,management,single,secondary,no,171,no,no,mar,93,1,0
1734,43,technician,married,secondary,no,1358,no,no,mar,159,3,1
1735,57,management,married,tertiary,no,2681,no,no,mar,266,2,0
1736,24,admin,single,tertiary,no,-61,no,no,mar,95,4,0
1737,25,management,married,tertiary,no,4461,no,no,mar,796,5,0
1738,32,management,married,tertiary,no,8929,no,no,mar,126,1,0
1739,65,housemaid,married,primary,no,715,no,no,mar,323,1,1
1740,34,admin,divorced,secondary,no,1085,no,no,mar,101,7,1
1741,44,management,married,tertiary,no,1058,no,no,mar,188,3,0
1742,50,housemaid,married,secondary,no,388,no,no,mar,203,2,1
1743,32,entrepreneur,single,tertiary,no,-34,yes,no,mar,101,1,0
1744,44,management,married,tertiary,no,423,no,no,mar,2330,5,0
1745,33,technician,single,tertiary,no,258,no,no,mar,80,4,0
1746,49,technician,divorced,tertiary,no,1807,yes,no,mar,229,1,0
1747,53,services,divorced,secondary,no,0,no,no,mar,80,2,1
1748,31,management,divorced,tertiary,no,71,no,no,mar,119,1,0
1749,61,admin,married,tertiary,no,1332,no,no,mar,156,1,0
1750,37,management,single,tertiary,no,33,yes,no,mar,186,1,0
1751,58,self-employed,married,tertiary,no,5810,no,no,mar,139,1,0
1752,30,management,single,tertiary,no,3473,no,no,mar,1209,2,0
1753,47,blue-collar,married,secondary,no,238,yes,yes,mar,3076,1,1
1754,60,technician,married,secondary,no,1740,no,no,mar,296,2,1
1755,36,entrepreneur,divorced,tertiary,no,3407,no,no,mar,392,4,0
1756,37,services,single,secondary,no,1045,no,no,mar,406,2,1
1757,43,admin,married,secondary,no,132,no,no,mar,220,1,1
1758,46,admin,married,secondary,no,974,no,no,mar,178,1,1
1759,37,admin,single,tertiary,no,1000,yes,no,mar,195,1,0
1760,31,management,single,tertiary,no,115,no,no,mar,187,1,0
1761,31,technician,married,secondary,no,180,no,no,mar,299,2,1
1762,30,management,single,tertiary,no,201,yes,no,mar,325,2,0
1763,30,management,married,tertiary,no,8089,yes,no,mar,232,2,0
1764,32,admin,single,tertiary,no,8866,no,no,mar,278,2,0
1765,35,admin,married,secondary,no,2,yes,no,mar,194,1,1
1766,59,technician,married,secondary,no,259,no,no,mar,224,1,1
1767,33,housemaid,single,tertiary,no,1107,yes,no,mar,201,1,0
1768,41,services,single,secondary,no,-675,yes,yes,mar,147,4,1
1769,59,admin,married,secondary,no,3735,no,no,mar,203,4,1
1770,37,management,single,tertiary,no,1730,no,no,mar,167,1,0
1771,31,services,married,secondary,no,447,no,no,mar,220,3,1
1772,32,management,married,tertiary,no,376,yes,no,mar,248,4,0
1773,26,management,single,tertiary,no,2786,no,no,mar,415,1,0
1774,53,technician,married,secondary,no,10185,no,no,mar,115,1,1
1775,73,retired,married,tertiary,no,448,no,no,mar,136,1,0
1776,34,unemployed,married,secondary,no,978,no,no,mar,132,1,1
1777,46,management,divorced,tertiary,no,-130,yes,no,mar,144,2,0
1778,76,retired,divorced,primary,no,3049,no,no,mar,170,3,1
1779,46,management,married,tertiary,no,11385,no,no,mar,269,3,0
1780,83,retired,divorced,primary,no,46,no,no,mar,115,1,1
1781,40,management,married,tertiary,no,0,yes,no,mar,506,2,0
1782,23,student,single,secondary,no,4126,no,no,mar,96,2,1
1783,34,management,single,tertiary,no,212,no,no,mar,278,8,0
1784,24,student,single,secondary,no,1250,no,no,mar,411,2,1
1785,41,management,divorced,tertiary,no,25,yes,yes,mar,117,2,0
1786,39,management,married,secondary,no,2981,no,no,mar,200,1,0
1787,28,admin,single,secondary,no,1277,no,no,mar,475,1,1
1788,34,technician,married,secondary,no,390,yes,no,mar,95,2,1
1789,77,retired,married,secondary,no,9601,no,no,mar,515,1,1
1790,36,management,married,secondary,no,565,no,no,mar,300,1,0
1791,58,management,married,tertiary,no,1384,yes,no,mar,342,1,0
1792,32,self-employed,single,tertiary,no,658,yes,no,mar,283,1,0
1793,38,admin,married,tertiary,no,1988,no,no,mar,164,2,0
1794,46,admin,married,secondary,no,70,yes,no,mar,229,2,1
1795,27,student,single,secondary,no,213,no,no,mar,378,1,1
1796,46,admin,married,secondary,no,-522,yes,no,mar,243,3,1
1797,59,retired,married,tertiary,no,9676,no,no,mar,234,2,0
1798,19,student,single,primary,no,134,no,no,mar,271,2,1
1799,25,management,single,tertiary,no,316,no,no,mar,347,2,0
1800,23,management,single,tertiary,no,2143,no,no,mar,180,2,0
1801,47,management,married,tertiary,no,3663,no,no,mar,364,3,0
1802,22,admin,single,secondary,no,114,no,no,mar,517,1,1
1803,27,management,single,tertiary,no,831,no,no,mar,1081,2,0
1804,73,retired,divorced,primary,no,2308,no,no,mar,163,2,1
1805,41,management,married,tertiary,no,1468,yes,no,mar,237,3,0
1806,30,admin,single,tertiary,no,311,no,no,mar,158,2,0
1807,26,admin,single,secondary,no,274,no,no,apr,351,3,1
1808,38,blue-collar,single,tertiary,no,172,yes,no,apr,1176,1,0
1809,46,management,divorced,tertiary,no,507,yes,no,apr,1196,1,0
1810,27,technician,single,tertiary,no,393,no,no,apr,165,2,0
1811,63,self-employed,married,tertiary,no,-39,no,no,apr,387,2,0
1812,19,student,single,unknown,no,779,no,no,apr,184,4,1
1813,34,admin,married,secondary,no,1474,no,no,apr,739,2,1
1814,32,admin,single,secondary,no,471,no,yes,apr,243,3,1
1815,33,management,single,tertiary,no,3161,yes,no,apr,313,3,0
1816,47,blue-collar,married,secondary,no,1612,yes,no,apr,1164,1,1
1817,48,admin,divorced,secondary,no,4099,no,no,apr,397,2,1
1818,58,unknown,married,unknown,no,68,no,no,apr,268,1,1
1819,50,management,married,tertiary,no,414,yes,no,apr,707,1,0
1820,26,blue-collar,single,secondary,no,5005,no,yes,apr,117,1,1
1821,39,blue-collar,married,secondary,no,1756,yes,no,apr,939,1,1
1822,55,blue-collar,divorced,secondary,no,1613,yes,no,apr,296,1,1
1823,41,self-employed,married,secondary,no,3123,yes,no,apr,1203,2,1
1824,54,entrepreneur,divorced,unknown,no,4736,yes,no,apr,475,6,1
1825,33,technician,single,tertiary,no,127,yes,no,apr,583,2,0
1826,42,management,single,tertiary,no,11891,no,no,apr,158,1,0
1827,50,blue-collar,married,primary,no,4979,no,no,apr,180,1,1
1828,40,management,married,secondary,no,754,no,yes,apr,635,1,1
1829,36,self-employed,married,secondary,no,1184,yes,no,apr,1063,1,1
1830,37,admin,married,secondary,no,1207,yes,no,apr,1353,2,1
1831,44,blue-collar,single,secondary,no,712,yes,yes,apr,740,3,1
1832,37,technician,single,tertiary,no,3943,no,no,apr,1138,2,0
1833,30,blue-collar,single,tertiary,no,297,no,no,apr,465,4,0
1834,26,self-employed,single,secondary,no,3676,no,no,apr,148,1,1
1835,47,unemployed,married,secondary,no,817,no,no,apr,721,4,1
1836,46,blue-collar,single,tertiary,no,283,no,no,apr,299,1,0
1837,25,admin,single,secondary,no,82,no,yes,apr,104,2,1
1838,51,blue-collar,married,secondary,no,4787,yes,no,apr,895,1,1
1839,56,technician,married,secondary,no,2847,no,no,apr,327,1,1
1840,36,blue-collar,single,secondary,no,1822,yes,no,apr,952,1,1
1841,35,technician,single,secondary,no,16,yes,no,apr,903,1,1
1842,65,retired,married,secondary,no,20806,no,no,apr,523,2,1
1843,54,unemployed,married,secondary,no,377,no,no,apr,1134,1,1
1844,48,management,married,secondary,no,4415,yes,no,apr,1032,3,1
1845,32,technician,married,secondary,no,303,yes,no,apr,150,1,1
1846,60,admin,divorced,secondary,no,12039,no,no,apr,236,1,1
1847,67,retired,married,secondary,no,1443,no,no,apr,245,1,1
1848,27,technician,single,tertiary,no,4661,no,no,apr,114,1,0
1849,32,management,single,tertiary,no,1781,no,no,apr,321,1,0
1850,26,admin,married,secondary,no,3415,no,no,apr,209,1,1
1851,33,management,single,tertiary,no,318,yes,no,apr,1190,1,0
1852,21,student,single,primary,no,423,no,no,apr,104,5,1
1853,30,technician,single,secondary,no,2544,no,no,apr,108,2,1
1854,27,student,single,secondary,no,2614,no,no,apr,143,2,1
1855,30,services,single,secondary,no,1268,yes,no,apr,105,4,1
1856,36,blue-collar,married,secondary,no,536,yes,no,apr,274,3,1
1857,31,management,single,secondary,no,1088,yes,no,apr,575,2,1
1858,27,admin,married,secondary,no,1293,yes,no,apr,1665,3,1
1859,29,management,single,tertiary,no,1377,no,no,apr,548,2,0
1860,38,blue-collar,single,secondary,no,2580,yes,no,apr,1691,2,1
1861,23,admin,single,tertiary,no,314,no,yes,apr,142,4,0
1862,38,technician,married,tertiary,no,206,no,no,apr,350,2,0
1863,30,technician,single,secondary,no,3286,yes,no,apr,743,1,1
1864,41,services,married,secondary,no,803,yes,no,apr,592,4,1
1865,55,admin,married,unknown,no,2038,no,no,apr,394,1,1
1866,33,technician,single,secondary,no,719,yes,no,apr,448,2,1
1867,53,admin,single,secondary,no,2892,no,no,apr,527,3,1
1868,35,admin,married,secondary,no,898,yes,no,apr,214,1,1
1869,42,entrepreneur,married,secondary,no,0,yes,no,apr,331,1,1
1870,29,admin,married,tertiary,no,332,no,no,apr,179,1,0
1871,68,retired,divorced,primary,no,695,no,no,apr,233,1,1
1872,20,student,single,secondary,no,1819,no,no,apr,245,3,1
1873,30,management,single,tertiary,no,2544,no,no,apr,152,2,0
1874,32,blue-collar,married,secondary,no,759,yes,no,apr,317,5,1
1875,28,management,divorced,tertiary,no,229,yes,no,apr,1042,2,0
1876,45,blue-collar,married,secondary,no,96,yes,no,apr,348,3,1
1877,29,technician,single,secondary,no,110,yes,no,apr,1036,1,1
1878,31,blue-collar,married,secondary,no,1406,yes,yes,apr,1091,2,1
1879,39,services,divorced,secondary,no,0,yes,no,apr,1006,2,1
1880,42,blue-collar,married,primary,no,2103,yes,no,apr,384,2,1
1881,35,management,single,tertiary,no,1599,yes,yes,apr,407,1,0
1882,34,technician,single,tertiary,no,925,yes,no,apr,709,1,0
1883,26,management,single,tertiary,no,-3,no,no,apr,1022,2,0
1884,29,services,divorced,secondary,no,84,yes,no,apr,1101,2,1
1885,44,self-employed,single,tertiary,no,1367,yes,no,apr,1232,3,0
1886,34,management,married,tertiary,no,703,yes,no,apr,342,1,0
1887,36,technician,married,secondary,no,15485,no,no,apr,461,1,1
1888,33,management,married,tertiary,no,0,yes,no,apr,535,3,0
1889,34,management,single,tertiary,no,2646,no,no,apr,142,1,0
1890,33,admin,single,secondary,no,572,yes,no,apr,344,1,1
1891,22,student,single,secondary,no,107,no,no,apr,125,1,1
1892,32,technician,married,secondary,no,765,yes,yes,apr,850,2,1
1893,36,services,single,secondary,no,-253,yes,no,apr,1073,1,1
1894,44,admin,divorced,secondary,no,0,no,no,apr,1594,1,1
1895,65,retired,married,secondary,no,2,no,no,apr,450,1,1
1896,62,retired,married,primary,no,1084,no,no,apr,505,1,1
1897,61,self-employed,divorced,tertiary,no,6,yes,no,apr,133,2,0
1898,40,technician,single,tertiary,no,1175,no,no,apr,184,1,0
1899,41,housemaid,married,primary,no,0,no,no,apr,168,1,1
1900,24,management,married,unknown,no,448,no,no,apr,324,1,0
1901,77,retired,divorced,tertiary,no,4659,no,no,apr,161,1,0
1902,62,housemaid,married,tertiary,no,1528,no,no,apr,496,1,0
1903,30,unemployed,married,tertiary,no,330,no,no,apr,111,1,0
1904,29,admin,single,secondary,no,731,no,no,apr,107,3,1
1905,36,management,married,tertiary,no,926,no,no,apr,216,1,0
1906,29,unemployed,single,secondary,no,25,no,no,apr,207,2,1
1907,78,unknown,married,unknown,no,2235,no,no,apr,300,3,1
1908,65,management,married,secondary,no,587,no,no,apr,223,2,1
1909,43,services,married,primary,no,2557,yes,no,apr,165,2,1
1910,70,retired,divorced,primary,no,275,no,no,apr,82,1,1
1911,32,services,married,secondary,no,1129,yes,no,apr,903,2,1
1912,46,technician,married,secondary,no,2149,yes,no,apr,282,2,1
1913,33,management,single,tertiary,no,1271,yes,no,apr,636,3,0
1914,33,management,married,secondary,no,336,no,no,apr,179,3,1
1915,33,admin,married,secondary,no,855,no,no,apr,110,1,1
1916,57,services,married,primary,no,491,yes,no,apr,1217,3,1
1917,62,blue-collar,married,secondary,no,180,no,no,apr,389,2,1
1918,32,services,single,secondary,no,133,no,no,apr,171,1,1
1919,39,blue-collar,single,secondary,no,649,yes,no,apr,668,1,1
1920,41,blue-collar,married,secondary,no,2689,yes,no,apr,135,1,1
1921,76,housemaid,divorced,primary,no,1411,no,no,apr,170,3,1
1922,36,admin,single,secondary,no,11174,yes,no,apr,953,1,1
1923,27,technician,single,secondary,no,439,yes,no,apr,1038,2,1
1924,38,management,single,tertiary,no,6158,yes,no,apr,139,5,0
1925,56,blue-collar,married,primary,no,3498,no,no,apr,264,2,1
1926,51,unemployed,married,tertiary,no,1801,no,no,apr,838,3,0
1927,39,management,married,tertiary,no,937,no,no,apr,144,4,0
1928,35,management,divorced,tertiary,no,26,no,no,apr,78,2,0
1929,32,blue-collar,married,secondary,yes,-53,yes,no,apr,648,1,1
1930,51,housemaid,married,unknown,no,2337,yes,no,apr,251,2,1
1931,37,technician,married,secondary,no,1762,no,no,apr,334,2,1
1932,52,entrepreneur,single,tertiary,no,3469,yes,no,apr,583,1,0
1933,20,blue-collar,single,secondary,no,423,yes,no,apr,498,1,1
1934,35,technician,married,secondary,no,545,yes,no,apr,1579,1,1
1935,47,admin,married,secondary,no,3480,no,no,apr,443,1,1
1936,31,technician,married,secondary,no,183,no,no,apr,495,1,1
1937,25,management,single,tertiary,no,3,yes,yes,apr,1034,1,0
1938,49,services,married,secondary,no,2416,yes,no,apr,1366,1,1
1939,30,management,single,tertiary,no,424,no,no,apr,298,4,0
1940,35,blue-collar,single,secondary,no,0,yes,no,apr,1174,1,1
1941,44,management,married,primary,no,294,no,no,apr,165,3,0
1942,42,blue-collar,married,secondary,no,1598,yes,yes,apr,1463,2,1
1943,29,management,single,tertiary,no,268,no,no,apr,667,1,0
1944,42,technician,divorced,secondary,no,214,no,no,apr,127,1,1
1945,43,management,married,tertiary,no,240,yes,no,apr,453,1,0
1946,36,technician,single,secondary,no,2511,yes,no,apr,700,5,1
1947,36,technician,married,tertiary,no,4596,yes,no,apr,901,2,0
1948,32,services,married,secondary,no,1273,yes,no,apr,1365,2,1
1949,54,technician,married,secondary,no,3994,no,yes,apr,299,2,1
1950,50,management,married,tertiary,no,469,no,no,apr,161,1,0
1951,32,technician,single,tertiary,no,932,yes,no,apr,944,1,0
1952,28,student,single,tertiary,no,844,no,no,apr,551,2,0
1953,40,services,divorced,primary,no,471,yes,no,apr,1156,1,1
1954,56,retired,married,secondary,no,3738,yes,no,apr,156,1,1
1955,34,admin,single,secondary,no,63,yes,no,apr,678,1,1
1956,52,retired,divorced,primary,no,-779,yes,yes,apr,709,1,1
1957,35,blue-collar,married,secondary,no,293,yes,no,apr,1017,1,1
1958,32,management,divorced,tertiary,no,294,yes,no,apr,1095,1,0
1959,60,management,married,tertiary,no,13546,no,no,apr,452,3,0
1960,34,blue-collar,married,primary,no,329,yes,no,apr,952,1,1
1961,30,blue-collar,married,secondary,no,5,no,no,apr,840,3,1
1962,29,blue-collar,married,secondary,no,580,yes,yes,apr,1311,2,1
1963,31,technician,single,tertiary,no,985,yes,no,apr,997,1,0
1964,32,blue-collar,married,secondary,no,225,yes,no,apr,574,1,1
1965,30,admin,single,secondary,no,69,yes,no,apr,997,1,1
1966,39,self-employed,married,tertiary,no,-3058,yes,yes,apr,882,3,0
1967,33,blue-collar,married,primary,no,5,yes,no,apr,1007,2,1
1968,40,services,single,secondary,no,224,yes,no,apr,875,2,1
1969,38,management,married,tertiary,no,165,yes,no,apr,526,1,0
1970,35,management,single,tertiary,no,397,yes,no,apr,594,1,0
1971,37,blue-collar,married,primary,no,3154,yes,no,apr,404,1,1
1972,29,technician,married,secondary,no,1180,yes,no,apr,367,3,1
1973,71,retired,married,primary,no,2988,no,no,apr,130,1,1
1974,36,technician,single,secondary,yes,-487,yes,no,apr,1080,1,1
1975,33,blue-collar,divorced,unknown,yes,-274,yes,yes,apr,715,2,1
1976,34,management,married,secondary,yes,879,yes,no,apr,712,1,1
1977,35,blue-collar,married,unknown,no,520,yes,no,apr,476,1,1
1978,33,technician,married,secondary,no,806,no,no,apr,108,1,1
1979,28,housemaid,single,tertiary,no,19,no,no,apr,149,1,0
1980,31,admin,single,secondary,no,0,no,no,apr,188,3,1
1981,49,entrepreneur,married,secondary,no,687,yes,no,apr,772,1,1
1982,29,technician,single,secondary,no,674,no,no,apr,170,5,1
1983,33,management,married,tertiary,no,0,yes,no,apr,378,1,0
1984,57,housemaid,married,tertiary,no,2326,no,no,apr,378,1,0
1985,41,self-employed,married,secondary,no,323,yes,no,apr,949,2,1
1986,74,retired,married,secondary,no,921,no,no,apr,394,2,1
1987,42,blue-collar,married,primary,no,1673,yes,no,apr,636,3,1
1988,53,technician,married,secondary,no,5303,yes,no,apr,320,3,1
1989,38,admin,married,secondary,no,0,yes,yes,apr,547,2,1
1990,41,technician,married,secondary,no,4004,no,no,apr,314,2,1
1991,26,technician,single,secondary,no,181,no,no,apr,158,2,1
1992,22,student,single,secondary,no,3982,no,no,apr,206,1,1
1993,52,technician,married,secondary,no,386,no,no,apr,438,1,1
1994,40,technician,married,primary,no,284,yes,no,apr,1332,2,1
1995,32,entrepreneur,married,secondary,no,-242,yes,no,apr,1202,3,1
1996,36,management,married,tertiary,no,535,no,no,apr,150,2,0
1997,28,technician,married,secondary,no,1086,yes,no,apr,1112,3,1
1998,28,management,single,secondary,no,2840,no,no,apr,227,5,0
1999,35,management,married,tertiary,no,43,yes,no,apr,860,1,0
2000,46,management,married,primary,no,3229,yes,no,apr,1550,1,1
2001,50,unknown,married,primary,no,341,yes,yes,apr,670,4,1
2002,44,blue-collar,single,secondary,no,0,no,no,apr,133,1,1
2003,61,management,married,tertiary,no,267,no,no,apr,190,1,0
2004,29,blue-collar,divorced,secondary,no,-19,yes,no,apr,712,4,1
2005,61,retired,married,secondary,no,243,no,no,apr,194,1,1
2006,70,retired,married,secondary,no,2575,no,no,apr,216,2,1
2007,46,blue-collar,married,secondary,no,1147,yes,no,apr,720,1,1
2008,35,management,single,tertiary,no,62,yes,no,apr,213,3,0
2009,44,blue-collar,married,secondary,yes,105,yes,no,apr,586,1,1
2010,59,management,married,tertiary,no,0,yes,yes,apr,392,1,0
2011,45,blue-collar,married,primary,yes,-443,yes,yes,apr,691,1,1
2012,39,technician,married,tertiary,no,1524,no,no,apr,567,1,0
2013,36,blue-collar,married,primary,no,1925,yes,no,apr,904,2,1
2014,78,retired,married,primary,no,240,no,no,apr,325,1,1
2015,28,technician,single,tertiary,no,387,yes,no,apr,205,1,0
2016,50,self-employed,divorced,tertiary,no,13,yes,no,apr,76,1,0
2017,73,retired,divorced,tertiary,no,3203,no,no,apr,148,1,0
2018,34,management,married,tertiary,no,606,no,no,apr,97,1,0
2019,28,student,single,secondary,no,0,no,no,apr,185,1,1
2020,42,admin,divorced,secondary,no,527,no,yes,apr,112,1,1
2021,54,unemployed,divorced,secondary,no,309,no,no,apr,241,1,1
2022,27,blue-collar,married,secondary,no,4333,no,no,apr,163,1,1
2023,73,retired,married,primary,no,253,no,no,apr,345,1,1
2024,33,management,single,tertiary,no,6807,no,no,apr,163,1,0
2025,64,retired,married,secondary,no,571,yes,no,apr,1422,2,1
2026,51,entrepreneur,married,tertiary,no,83,no,no,apr,267,2,0
2027,49,technician,married,tertiary,no,2611,no,no,apr,194,2,0
2028,32,management,single,tertiary,no,819,yes,no,apr,114,2,0
2029,33,technician,married,secondary,no,1968,yes,no,apr,1817,3,1
2030,26,services,single,secondary,no,136,no,no,apr,120,1,1
2031,33,blue-collar,married,secondary,no,-267,yes,no,apr,1030,3,1
2032,32,technician,single,secondary,no,1995,yes,no,apr,121,1,1
2033,37,management,single,tertiary,no,72,yes,yes,apr,885,5,0
2034,29,management,single,tertiary,no,1170,no,no,apr,453,1,0
2035,41,blue-collar,divorced,primary,no,285,yes,no,apr,1272,2,1
2036,39,blue-collar,married,unknown,no,621,yes,no,apr,1333,5,1
2037,24,student,single,secondary,no,597,yes,no,apr,943,3,1
2038,37,blue-collar,divorced,secondary,no,0,yes,no,apr,146,4,1
2039,35,management,single,tertiary,no,1750,yes,no,apr,333,3,0
2040,26,student,single,tertiary,no,10086,no,no,apr,110,2,0
2041,29,technician,single,secondary,no,3466,no,no,apr,274,1,1
2042,63,retired,married,unknown,no,2193,no,no,apr,1348,4,1
2043,65,retired,married,tertiary,no,1973,no,no,apr,396,3,0
2044,59,technician,married,secondary,no,10925,no,no,apr,100,1,1
2045,35,management,single,tertiary,no,704,no,no,apr,164,1,0
2046,74,retired,married,secondary,no,9480,no,no,apr,211,1,1
2047,56,unemployed,married,primary,no,3391,no,no,apr,243,1,1
2048,26,student,single,tertiary,no,1134,no,no,apr,464,4,0
2049,30,blue-collar,single,unknown,no,6281,no,no,apr,149,2,1
2050,29,self-employed,married,secondary,no,123,no,yes,apr,158,2,1
2051,67,retired,single,tertiary,no,2144,no,no,apr,847,2,0
2052,31,management,single,tertiary,no,354,no,no,apr,242,2,0
2053,78,retired,married,primary,no,8556,no,no,apr,137,2,1
2054,45,unknown,divorced,unknown,no,0,no,no,apr,278,3,1
2055,29,blue-collar,single,secondary,no,2,yes,yes,apr,379,5,1
2056,39,admin,married,tertiary,no,1108,no,no,apr,204,1,0
2057,45,management,married,tertiary,no,212,no,no,apr,65,2,0
2058,45,technician,married,tertiary,no,5110,no,no,apr,341,2,0
2059,32,management,single,tertiary,no,10281,no,no,apr,400,1,0
2060,36,student,single,secondary,no,17,no,no,apr,621,1,1
2061,41,unknown,single,unknown,no,942,no,no,apr,219,1,1
2062,38,technician,married,secondary,no,0,yes,no,apr,315,1,1
2063,41,management,divorced,tertiary,no,1757,no,no,apr,314,1,0
2064,32,technician,single,tertiary,no,5514,no,no,apr,319,1,0
2065,33,admin,married,tertiary,no,882,no,no,apr,104,1,0
2066,30,services,married,tertiary,no,81,no,no,apr,145,1,0
2067,65,retired,married,primary,no,276,no,no,apr,229,1,1
2068,45,admin,divorced,primary,no,429,yes,no,apr,147,1,1
2069,75,retired,married,tertiary,no,2991,no,no,apr,240,1,0
2070,65,management,divorced,tertiary,no,90,yes,no,apr,416,1,0
2071,53,management,married,tertiary,no,3754,no,no,apr,307,1,0
2072,40,management,married,primary,no,395,yes,no,apr,232,4,0
2073,69,retired,divorced,tertiary,no,247,no,no,apr,138,2,0
2074,27,blue-collar,single,secondary,no,3792,no,no,apr,279,2,1
2075,31,admin,single,tertiary,no,676,yes,no,apr,124,2,0
2076,25,student,single,secondary,no,8,no,no,apr,107,2,1
2077,37,technician,married,secondary,no,0,yes,no,apr,1288,3,1
2078,32,management,single,tertiary,no,2069,no,no,apr,545,1,0
2079,53,retired,married,secondary,no,665,yes,no,apr,371,2,1
2080,45,management,married,tertiary,no,506,no,no,apr,229,2,0
2081,35,management,married,tertiary,no,8,no,no,apr,93,3,0
2082,74,retired,married,primary,no,670,no,no,apr,266,5,1
2083,37,management,married,tertiary,no,0,yes,no,apr,242,5,0
2084,59,blue-collar,married,primary,no,1939,no,no,apr,172,1,1
2085,76,management,married,unknown,no,1780,yes,no,apr,413,3,0
2086,25,blue-collar,single,secondary,no,0,no,no,apr,163,1,1
2087,27,services,single,secondary,no,955,no,no,apr,206,1,1
2088,39,admin,married,secondary,no,732,no,no,apr,522,4,1
2089,24,services,single,unknown,no,2022,no,no,apr,159,4,1
2090,28,blue-collar,single,tertiary,no,4099,no,no,apr,116,4,0
2091,51,management,married,tertiary,no,4917,no,no,apr,113,1,0
2092,66,retired,married,primary,no,2883,no,no,apr,158,1,1
2093,28,unemployed,single,primary,no,1374,no,no,apr,203,4,1
2094,29,management,single,tertiary,no,224,yes,no,apr,65,2,0
2095,30,management,single,tertiary,no,398,no,no,apr,235,2,0
2096,72,retired,married,primary,no,763,no,no,apr,384,2,1
2097,58,blue-collar,married,secondary,no,3027,yes,no,apr,160,1,1
2098,32,management,single,tertiary,no,2974,yes,no,apr,227,1,0
2099,31,technician,single,tertiary,no,1081,no,no,apr,202,5,0
2100,71,technician,married,tertiary,no,383,no,no,apr,388,3,0
2101,37,admin,married,tertiary,no,3913,yes,no,apr,124,1,0
2102,24,student,single,tertiary,no,3415,no,no,apr,97,1,0
2103,56,management,divorced,tertiary,no,3287,no,no,apr,497,1,0
2104,65,retired,married,primary,no,3629,no,no,apr,148,1,1
2105,72,self-employed,married,tertiary,no,132,no,no,apr,444,1,0
2106,51,admin,single,secondary,no,726,yes,no,apr,89,8,1
2107,24,self-employed,single,tertiary,no,2376,no,no,apr,122,1,0
2108,35,blue-collar,married,secondary,no,149,yes,no,apr,507,3,1
2109,34,blue-collar,married,secondary,no,640,yes,no,apr,636,2,1
2110,29,admin,married,secondary,no,7707,yes,no,apr,961,2,1
2111,30,technician,single,tertiary,no,53,no,no,apr,375,1,0
2112,46,self-employed,single,secondary,no,526,no,no,apr,523,1,1
2113,39,technician,single,secondary,no,15,yes,no,apr,510,1,1
2114,45,management,married,tertiary,no,242,no,no,apr,587,1,0
2115,28,admin,single,secondary,no,377,no,no,apr,571,1,1
2116,52,unemployed,married,secondary,no,94,no,no,apr,244,1,1
2117,59,retired,married,primary,no,363,no,no,apr,400,1,1
2118,38,services,married,secondary,no,1970,yes,no,apr,701,1,1
2119,47,technician,married,secondary,no,1167,yes,no,apr,968,1,1
2120,52,management,married,tertiary,no,193,no,no,apr,381,1,0
2121,38,management,married,tertiary,no,0,yes,no,apr,571,1,0
2122,29,student,single,secondary,no,78,no,no,apr,239,1,1
2123,36,unemployed,single,tertiary,no,1291,no,no,apr,195,1,0
2124,58,retired,married,tertiary,no,1425,no,no,apr,224,1,0
2125,31,technician,married,tertiary,no,3382,no,no,apr,739,1,0
